province;red;green;blue;
3360;3;69;80;
3361;45;72;208;
3362;87;75;81;
3363;129;78;209;
3364;171;81;82;
3365;3;84;210;
3366;45;87;83;
3367;87;90;211;
3368;129;93;84;
3369;171;96;212;
3370;3;99;85;
3371;45;102;213;
3372;87;105;86;
3373;129;108;214;
3374;171;111;87;
3375;3;114;215;
3376;45;117;88;
3377;87;120;216;
3378;129;123;89;
3379;171;126;217;
3380;3;129;90;
3381;45;132;218;
3382;87;135;91;
3383;129;138;219;
3384;171;141;92;
3385;3;144;220;
3386;45;147;93;
3387;87;150;221;
3388;129;153;94;
3389;171;156;222;
3390;3;159;95;
3391;45;162;223;
3392;87;165;96;
3393;129;168;224;
3394;171;171;97;
3395;3;174;225;
3396;45;177;98;
3397;87;180;226;
3398;129;183;99;
3399;171;186;227;
3400;3;189;0;
3401;45;192;128;
3402;87;195;1;
3403;129;198;129;
3404;171;201;2;
3405;3;204;130;
3406;45;207;3;
3407;87;210;131;
3408;129;0;4;
3409;171;3;132;
3410;3;6;5;
3411;45;9;133;
3412;87;12;6;
3413;129;15;134;
3414;171;18;7;
3415;3;21;135;
3416;45;24;8;
3417;87;27;136;
3418;129;30;9;
3419;171;33;137;
3420;3;36;10;
3421;45;39;138;
3422;87;42;11;
3423;129;45;139;
3424;171;48;12;
3425;3;51;140;
3426;45;54;13;
3427;87;57;141;
3428;129;60;14;
3429;171;63;142;
3430;3;66;15;
3431;45;69;143;
3432;87;72;16;
3433;129;75;144;
3434;171;78;17;
3435;3;81;145;
3436;45;84;18;
3437;87;87;146;
3438;129;90;19;
3439;171;93;147;
3440;3;96;20;
3441;45;99;148;
3442;87;102;21;
3443;129;105;149;
3444;171;108;22;
3445;3;111;150;
3446;45;114;23;
3447;87;117;151;
3448;129;120;24;
3449;171;123;152;
3450;3;126;25;
3451;45;129;153;
3452;87;132;26;
3453;129;135;154;
3454;171;138;27;
3455;3;141;155;
3456;45;144;28;
3457;87;147;156;
3458;129;150;29;
3459;171;153;157;
3460;3;156;30;
3461;45;159;158;
3462;87;162;31;
3463;129;165;159;
3464;171;168;32;
3465;3;171;160;
3466;45;174;33;
3467;87;177;161;
3468;129;180;34;
3469;171;183;162;
3470;3;186;35;
3471;45;189;163;
3472;87;192;36;
3473;129;195;164;
3474;171;198;37;
3475;3;201;165;
3476;45;204;38;
3477;87;207;166;
3478;129;210;39;
3479;171;0;167;
3480;3;3;40;
3481;45;6;168;
3482;87;9;41;
3483;129;12;169;
3484;171;15;42;
3485;3;18;170;
3486;45;21;43;
3487;87;24;171;
3488;129;27;44;
3489;171;30;172;
3490;3;33;45;
3491;45;36;173;
3492;87;39;46;
3493;129;42;174;
3494;171;45;47;
3495;3;48;175;
3496;45;51;48;
3497;87;54;176;
3498;129;57;49;
3499;171;60;177;
3500;3;63;50;
3501;45;66;178;
3502;87;69;51;
3503;129;72;179;
3504;171;75;52;
3505;3;78;180;
3506;45;81;53;
3507;87;84;181;
3508;129;87;54;
3509;171;90;182;
3510;3;93;55;
3511;45;96;183;
3512;87;99;56;
3513;129;102;184;
3514;171;105;57;
3515;3;108;185;
3516;45;111;58;
3517;87;114;186;
3518;129;117;59;
3519;171;120;187;
3520;3;123;60;
3521;45;126;188;
3522;87;129;61;
3523;129;132;189;
3524;171;135;62;
3525;3;138;190;
3526;45;141;63;
3527;87;144;191;
3528;129;147;64;
3529;171;150;192;
3530;3;153;65;
3531;45;156;193;
3532;87;159;66;
3533;129;162;194;
3534;171;165;67;
3535;3;168;195;
3536;45;171;68;
3537;87;174;196;
3538;129;177;69;
3539;171;180;197;
3540;3;183;70;
3541;45;186;198;
3542;87;189;71;
3543;129;192;199;
3544;171;195;72;
3545;3;198;200;
3546;45;201;73;
3547;87;204;201;
3548;129;207;74;
3549;171;210;202;
3550;3;0;75;
3551;45;3;203;
3552;87;6;76;
3553;129;9;204;
3554;171;12;77;
3555;3;15;205;
3556;45;18;78;
3557;87;21;206;
3558;129;24;79;
3559;171;27;207;
3560;3;30;80;
3561;45;33;208;
3562;87;36;81;
3563;129;39;209;
3564;171;42;82;
3565;3;45;210;
3566;45;48;83;
3567;87;51;211;
3568;129;54;84;
3569;171;57;212;
3570;3;60;85;
3571;45;63;213;
3572;87;66;86;
3573;129;69;214;
3574;171;72;87;
3575;3;75;215;
3576;45;78;88;
3577;87;81;216;
3578;129;84;89;
3579;171;87;217;
3580;3;90;90;
3581;45;93;218;
3582;87;96;91;
3583;129;99;219;
3584;171;102;92;
3585;3;105;220;
3586;45;108;93;
3587;87;111;221;
3588;129;114;94;
3589;171;117;222;
3590;3;120;95;
3591;45;123;223;
3592;87;126;96;
3593;129;129;224;
3594;171;132;97;
3595;3;135;225;
3596;45;138;98;
3597;87;141;226;
3598;129;144;99;
3599;171;147;227;
3600;3;150;0;
3601;45;153;128;
3602;87;156;1;
3603;129;159;129;
3604;171;162;2;
3605;3;165;130;
3606;45;168;3;
3607;87;171;131;
3608;129;174;4;
3609;171;177;132;
3610;3;180;5;
3611;45;183;133;
3612;87;186;6;
3613;129;189;134;
3614;171;192;7;
3615;3;195;135;
3616;45;198;8;
3617;87;201;136;
3618;129;204;9;
3619;171;207;137;
3620;3;210;10;
3621;45;0;138;
3622;87;3;11;
3623;129;6;139;
3624;171;9;12;
3625;3;12;140;
3626;45;15;13;
3627;87;18;141;
3628;129;21;14;
3629;171;24;142;
3630;3;27;15;
3631;45;30;143;
3632;87;33;16;
3633;129;36;144;
3634;171;39;17;
3635;3;42;145;
3636;45;45;18;
3637;87;48;146;
3638;129;51;19;
3639;171;54;147;
3640;3;57;20;
3641;45;60;148;
3642;87;63;21;
3643;129;66;149;
3644;171;69;22;
3645;3;72;150;
3646;45;75;23;
3647;87;78;151;
3648;129;81;24;
3649;171;84;152;
3650;3;87;25;
3651;45;90;153;
3652;87;93;26;
3653;129;96;154;
3654;171;99;27;
3655;3;102;155;
3656;45;105;28;
3657;87;108;156;
3658;129;111;29;
3659;171;114;157;
3660;3;117;30;
3661;45;120;158;
3662;87;123;31;
3663;129;126;159;
3664;171;129;32;
3665;3;132;160;
3666;45;135;33;
3667;87;138;161;
3668;129;141;34;
3669;171;144;162;
3670;3;147;35;
3671;45;150;163;
3672;87;153;36;
3673;129;156;164;
3674;171;159;37;
3675;3;162;165;
3676;45;165;38;
3677;87;168;166;
3678;129;171;39;
3679;171;174;167;
3680;3;177;40;
3681;45;180;168;
3682;87;183;41;
3683;129;186;169;
3684;171;189;42;
3685;3;192;170;
3686;45;195;43;
3687;87;198;171;
3688;129;201;44;
3689;171;204;172;
3690;3;207;45;
3691;45;210;173;
3692;87;0;46;
3693;129;3;174;
3694;171;6;47;
3695;3;9;175;
3696;45;12;48;
3697;87;15;176;
3698;129;18;49;
3699;171;21;177;
3700;3;24;50;
3701;45;27;178;
3702;87;30;51;
3703;129;33;179;
3704;171;36;52;
3705;3;39;180;
3706;45;42;53;
3707;87;45;181;
3708;129;48;54;
3709;171;51;182;
3710;3;54;55;
3711;45;57;183;
3712;87;60;56;
3713;129;63;184;
3714;171;66;57;
3715;3;69;185;
3716;45;72;58;
3717;87;75;186;
3718;129;78;59;
3719;171;81;187;
3720;3;84;60;
3721;45;87;188;
3722;87;90;61;
3723;129;93;189;
3724;171;96;62;
3725;3;99;190;
3726;45;102;63;
3727;87;105;191;
3728;129;108;64;
3729;171;111;192;
3730;3;114;65;
3731;45;117;193;
3732;87;120;66;
3733;129;123;194;
3734;171;126;67;
3735;3;129;195;
3736;45;132;68;
3737;87;135;196;
3738;129;138;69;
3739;171;141;197;
3740;3;144;70;
3741;45;147;198;
3742;87;150;71;
3743;129;153;199;
3744;171;156;72;
3745;3;159;200;
3746;45;162;73;
3747;87;165;201;
3748;129;168;74;
3749;171;171;202;
3750;3;174;75;
3751;45;177;203;
3752;87;180;76;
3753;129;183;204;
3754;171;186;77;
3755;3;189;205;
3756;45;192;78;
3757;87;195;206;
3758;129;198;79;
3759;171;201;207;
3760;3;204;80;
3761;45;207;208;
3762;87;210;81;
3763;129;0;209;
3764;171;3;82;
3765;3;6;210;
3766;45;9;83;
3767;87;12;211;
3768;129;15;84;
3769;171;18;212;
3770;3;21;85;
3771;45;24;213;
3772;87;27;86;
3773;129;30;214;
3774;171;33;87;
3775;3;36;215;
3776;45;39;88;
3777;87;42;216;
3778;129;45;89;
3779;171;48;217;
3780;3;51;90;
3781;45;54;218;
3782;87;57;91;
3783;129;60;219;
3784;171;63;92;
3785;3;66;220;
3786;45;69;93;
3787;87;72;221;
3788;129;75;94;
3789;171;78;222;
3790;3;81;95;
3791;45;84;223;
3792;87;87;96;
3793;129;90;224;
3794;171;93;97;
3795;3;96;225;
3796;45;99;98;
3797;87;102;226;
3798;129;105;99;
3799;171;108;227;
3800;3;111;0;
3801;45;114;128;
3802;87;117;1;
3803;129;120;129;
3804;171;123;2;
3805;3;126;130;
3806;45;129;3;
3807;87;132;131;
3808;129;135;4;
3809;171;138;132;
3810;3;141;5;
3811;45;144;133;
3812;87;147;6;
3813;129;150;134;
3814;171;153;7;
3815;3;156;135;
3816;45;159;8;
3817;87;162;136;
3818;129;165;9;
3819;171;168;137;
3820;3;171;10;
3821;45;174;138;
3822;87;177;11;
3823;129;180;139;
3824;171;183;12;
3825;3;186;140;
3826;45;189;13;
3827;87;192;141;
3828;129;195;14;
3829;171;198;142;
3830;3;201;15;
3831;45;204;143;
3832;87;207;16;
3833;129;210;144;
3834;171;0;17;
3835;3;3;145;
3836;45;6;18;
3837;87;9;146;
3838;129;12;19;
3839;171;15;147;
3840;3;18;20;
3841;45;21;148;
3842;87;24;21;
3843;129;27;149;
3844;171;30;22;
3845;3;33;150;
3846;45;36;23;
3847;87;39;151;
3848;129;42;24;
3849;171;45;152;
3850;3;48;25;
3851;45;51;153;
3852;87;54;26;
3853;129;57;154;
3854;171;60;27;
3855;3;63;155;
3856;45;66;28;
3857;87;69;156;
3858;129;72;29;
3859;171;75;157;
3860;3;78;30;
3861;45;81;158;
3862;87;84;31;
3863;129;87;159;
3864;171;90;32;
3865;3;93;160;
3866;45;96;33;
3867;87;99;161;
3868;129;102;34;
3869;171;105;162;
3870;3;108;35;
3871;45;111;163;
3872;87;114;36;
3873;129;117;164;
3874;171;120;37;
3875;3;123;165;
3876;45;126;38;
3877;87;129;166;
3878;129;132;39;
3879;171;135;167;
3880;3;138;40;
3881;45;141;168;
3882;87;144;41;
3883;129;147;169;
3884;171;150;42;
3885;3;153;170;
3886;45;156;43;
3887;87;159;171;
3888;129;162;44;
3889;171;165;172;
3890;3;168;45;
3891;45;171;173;
3892;87;174;46;
3893;129;177;174;
3894;171;180;47;
3895;3;183;175;
3896;45;186;48;
3897;87;189;176;
3898;129;192;49;
3899;171;195;177;
3900;3;198;50;
3901;45;201;178;
3902;87;204;51;
3903;129;207;179;
3904;171;210;52;
3905;3;0;180;
3906;45;3;53;
3907;87;6;181;
3908;129;9;54;
3909;171;12;182;
3910;3;15;55;
3911;45;18;183;
3912;87;21;56;
3913;129;24;184;
3914;171;27;57;
3915;3;30;185;
3916;45;33;58;
3917;87;36;186;
3918;129;39;59;
3919;171;42;187;
3920;3;45;60;
3921;45;48;188;
3922;87;51;61;
3923;129;54;189;
3924;171;57;62;
3925;3;60;190;
3926;45;63;63;
3927;87;66;191;
3928;129;69;64;
3929;171;72;192;
3930;3;75;65;
3931;45;78;193;
3932;87;81;66;
3933;129;84;194;
3934;171;87;67;
3935;3;90;195;
3936;45;93;68;
3937;87;96;196;
3938;129;99;69;
3939;171;102;197;
3940;3;105;70;
3941;45;108;198;
3942;87;111;71;
3943;129;114;199;
3944;171;117;72;
3945;3;120;200;
3946;45;123;73;
3947;87;126;201;
3948;129;129;74;
3949;171;132;202;
3950;3;135;75;
3951;45;138;203;
3952;87;141;76;
3953;129;144;204;
3954;171;147;77;
3955;3;150;205;
3956;45;153;78;
3957;87;156;206;
3958;129;159;79;
3959;171;162;207;
3960;3;165;80;
3961;45;168;208;
3962;87;171;81;
3963;129;174;209;
3964;171;177;82;
3965;3;180;210;
3966;45;183;83;
3967;87;186;211;
3968;129;189;84;
3969;171;192;212;
3970;3;195;85;
3971;45;198;213;
3972;87;201;86;
3973;129;204;214;
3974;171;207;87;
3975;3;210;215;
3976;45;0;88;
3977;87;3;216;
3978;129;6;89;
3979;171;9;217;
3980;3;12;90;
3981;45;15;218;
3982;87;18;91;
3983;129;21;219;
3984;171;24;92;
3985;3;27;220;
3986;45;30;93;
3987;87;33;221;
3988;129;36;94;
3989;171;39;222;
3990;3;42;95;
3991;45;45;223;
3992;87;48;96;
3993;129;51;224;
3994;171;54;97;
3995;3;57;225;
3996;45;60;98;
3997;87;63;226;
3998;129;66;99;
3999;171;69;227;
4000;4;72;0;
4001;46;75;128;
4002;88;78;1;
4003;130;81;129;
4004;172;84;2;
4005;4;87;130;
4006;46;90;3;
4007;88;93;131;
4008;130;96;4;
4009;172;99;132;
4010;4;102;5;
4011;46;105;133;
4012;88;108;6;
4013;130;111;134;
4014;172;114;7;
4015;4;117;135;
4016;46;120;8;
4017;88;123;136;
4018;130;126;9;
4019;172;129;137;
4020;4;132;10;
4021;46;135;138;
4022;88;138;11;
4023;130;141;139;
4024;172;144;12;
4025;4;147;140;
4026;46;150;13;
4027;88;153;141;
4028;130;156;14;
4029;172;159;142;
4030;4;162;15;
4031;46;165;143;
4032;88;168;16;
4033;130;171;144;
4034;172;174;17;
4035;4;177;145;
4036;46;180;18;
4037;88;183;146;
4038;130;186;19;
4039;172;189;147;
4040;4;192;20;
4041;46;195;148;
4042;88;198;21;
4043;130;201;149;
4044;172;204;22;
4045;4;207;150;
4046;46;210;23;
4047;88;0;151;
4048;130;3;24;
4049;172;6;152;
4050;4;9;25;
4051;46;12;153;
4052;88;15;26;
4053;130;18;154;
4054;172;21;27;
4055;4;24;155;
4056;46;27;28;
4057;88;30;156;
4058;130;33;29;
4059;172;36;157;
4060;4;39;30;
4061;46;42;158;
4062;88;45;31;
4063;130;48;159;
4064;172;51;32;
4065;4;54;160;
4066;46;57;33;
4067;88;60;161;
4068;130;63;34;
4069;172;66;162;
4070;4;69;35;
4071;46;72;163;
4072;88;75;36;
4073;130;78;164;
4074;172;81;37;
4075;4;84;165;
4076;46;87;38;
4077;88;90;166;
4078;130;93;39;
4079;172;96;167;
4080;4;99;40;
4081;46;102;168;
4082;88;105;41;
4083;130;108;169;
4084;172;111;42;
4085;4;114;170;
4086;46;117;43;
4087;88;120;171;
4088;130;123;44;
4089;172;126;172;
4090;4;129;45;
4091;46;132;173;
4092;88;135;46;
4093;130;138;174;
4094;172;141;47;
4095;4;144;175;
4096;46;147;48;
4097;88;150;176;
4098;130;153;49;
4099;172;156;177;
4100;4;159;50;
4101;46;162;178;
4102;88;165;51;
4103;130;168;179;
4104;172;171;52;
4105;4;174;180;
4106;46;177;53;
4107;88;180;181;
4108;130;183;54;
4109;172;186;182;
4110;4;189;55;
4111;46;192;183;
4112;88;195;56;
4113;130;198;184;
4114;172;201;57;
4115;4;204;185;
4116;46;207;58;
4117;88;210;186;
4118;130;0;59;
4119;172;3;187;
4120;4;6;60;
4121;46;9;188;
4122;88;12;61;
4123;130;15;189;
4124;172;18;62;
4125;4;21;190;
4126;46;24;63;
4127;88;27;191;
4128;130;30;64;
4129;172;33;192;
4130;4;36;65;
4131;46;39;193;
4132;88;42;66;
4133;130;45;194;
4134;172;48;67;
4135;4;51;195;
4136;46;54;68;
4137;88;57;196;
4138;130;60;69;
4139;172;63;197;
4140;4;66;70;
4141;46;69;198;
4142;88;72;71;
4143;130;75;199;
4144;172;78;72;
4145;4;81;200;
4146;46;84;73;
4147;88;87;201;
4148;130;90;74;
4149;172;93;202;
4150;4;96;75;
4151;46;99;203;
4152;88;102;76;
4153;130;105;204;
4154;172;108;77;
4155;4;111;205;
4156;46;114;78;
4157;88;117;206;
4158;130;120;79;
4159;172;123;207;
4160;4;126;80;
4161;46;129;208;
4162;88;132;81;
4163;130;135;209;
4164;172;138;82;
4165;4;141;210;
4166;46;144;83;
4167;88;147;211;
4168;130;150;84;
4169;172;153;212;
4170;4;156;85;
4171;46;159;213;
4172;88;162;86;
4173;130;165;214;
4174;172;168;87;
4175;4;171;215;
4176;46;174;88;
4177;88;177;216;
4178;130;180;89;
4179;172;183;217;
4180;4;186;90;
4181;46;189;218;
4182;88;192;91;
4183;130;195;219;
4184;172;198;92;
4185;4;201;220;
4186;46;204;93;
4187;88;207;221;
4188;130;210;94;
4189;172;0;222;
4190;4;3;95;
4191;46;6;223;
4192;88;9;96;
4193;130;12;224;
4194;172;15;97;
4195;4;18;225;
4196;46;21;98;
4197;88;24;226;
4198;130;27;99;
4199;172;30;227;
4200;4;33;0;
4201;46;36;128;
4202;88;39;1;
4203;130;42;129;
4204;172;45;2;
4205;4;48;130;
4206;46;51;3;
4207;88;54;131;
4208;130;57;4;
4209;172;60;132;
4210;4;63;5;
4211;46;66;133;
4212;88;69;6;
4213;130;72;134;
4214;172;75;7;
4215;4;78;135;
4216;46;81;8;
4217;88;84;136;
4218;130;87;9;
4219;172;90;137;
4220;4;93;10;
4221;46;96;138;
4222;88;99;11;
4223;130;102;139;
4224;172;105;12;
4225;4;108;140;
4226;46;111;13;
4227;88;114;141;
4228;130;117;14;
4229;172;120;142;
4230;4;123;15;
4231;46;126;143;
4232;88;129;16;
4233;130;132;144;
4234;172;135;17;
4235;4;138;145;
4236;46;141;18;
4237;88;144;146;
4238;130;147;19;
4239;172;150;147;
4240;4;153;20;
4241;46;156;148;
4242;88;159;21;
4243;130;162;149;
4244;172;165;22;
4245;4;168;150;
4246;46;171;23;
4247;88;174;151;
4248;130;177;24;
4249;172;180;152;
4250;4;183;25;
4251;46;186;153;
4252;88;189;26;
4253;130;192;154;
4254;172;195;27;
4255;4;198;155;
4256;46;201;28;
4257;88;204;156;
4258;130;207;29;
4259;172;210;157;
4260;4;0;30;
4261;46;3;158;
4262;88;6;31;
4263;130;9;159;
4264;172;12;32;
4265;4;15;160;
4266;46;18;33;
4267;88;21;161;
4268;130;24;34;
4269;172;27;162;
4270;4;30;35;
4271;46;33;163;
4272;88;36;36;
4273;130;39;164;
4274;172;42;37;
4275;4;45;165;
4276;46;48;38;
4277;88;51;166;
4278;130;54;39;
4279;172;57;167;
4280;4;60;40;
4281;46;63;168;
4282;88;66;41;
4283;130;69;169;
4284;172;72;42;
4285;4;75;170;
4286;46;78;43;
4287;88;81;171;
4288;130;84;44;
4289;172;87;172;
4290;4;90;45;
4291;46;93;173;
4292;88;96;46;
4293;130;99;174;
4294;172;102;47;
4295;4;105;175;
4296;46;108;48;
4297;88;111;176;
4298;130;114;49;
4299;172;117;177;
4300;4;120;50;
4301;46;123;178;
4302;88;126;51;
4303;130;129;179;
4304;172;132;52;
4305;4;135;180;
4306;46;138;53;
4307;88;141;181;
4308;130;144;54;
4309;172;147;182;
4310;4;150;55;
4311;46;153;183;
4312;88;156;56;
4313;130;159;184;
4314;172;162;57;
4315;4;165;185;
4316;46;168;58;
4317;88;171;186;
4318;130;174;59;
4319;172;177;187;
4320;4;180;60;
4321;46;183;188;
4322;88;186;61;
4323;130;189;189;
4324;172;192;62;
4325;4;195;190;
4326;46;198;63;
4327;88;201;191;
4328;130;204;64;
4329;172;207;192;
4330;4;210;65;
4331;46;0;193;
4332;88;3;66;
4333;130;6;194;
4334;172;9;67;
4335;4;12;195;
4336;46;15;68;
4337;88;18;196;
4338;130;21;69;
4339;172;24;197;
4340;4;27;70;
4341;46;30;198;
4342;88;33;71;
4343;130;36;199;
4344;172;39;72;
4345;4;42;200;
4346;46;45;73;
4347;88;48;201;
4348;130;51;74;
4349;172;54;202;
4350;4;57;75;
4351;46;60;203;
4352;88;63;76;
4353;130;66;204;
4354;172;69;77;
4355;4;72;205;
4356;46;75;78;
4357;88;78;206;
4358;130;81;79;
4359;172;84;207;
4360;4;87;80;
4361;46;90;208;
4362;88;93;81;
4363;130;96;209;
4364;172;99;82;
4365;4;102;210;
4366;46;105;83;
4367;88;108;211;
4368;130;111;84;
4369;172;114;212;
4370;4;117;85;
4371;46;120;213;
4372;88;123;86;
4373;130;126;214;
4374;172;129;87;
4375;4;132;215;
4376;46;135;88;
4377;88;138;216;
4378;130;141;89;
4379;172;144;217;
4380;4;147;90;
4381;46;150;218;
4382;88;153;91;
4383;130;156;219;
4384;172;159;92;
4385;4;162;220;
4386;46;165;93;
4387;88;168;221;
4388;130;171;94;
4389;172;174;222;
4390;4;177;95;
4391;46;180;223;
4392;88;183;96;
4393;130;186;224;
4394;172;189;97;
4395;4;192;225;
4396;46;195;98;
4397;88;198;226;
4398;130;201;99;
4399;172;204;227;
4400;4;207;0;
4401;46;210;128;
4402;88;0;1;
4403;130;3;129;
4404;172;6;2;
4405;4;9;130;
4406;46;12;3;
4407;88;15;131;
4408;130;18;4;
4409;172;21;132;
4410;4;24;5;
4411;46;27;133;
4412;88;30;6;
4413;130;33;134;
4414;172;36;7;
4415;4;39;135;
4416;46;42;8;
4417;88;45;136;
4418;130;48;9;
4419;172;51;137;
4420;4;54;10;
4421;46;57;138;
4422;88;60;11;
4423;130;63;139;
4424;172;66;12;
4425;4;69;140;
4426;46;72;13;
4427;88;75;141;
4428;130;78;14;
4429;172;81;142;
4430;4;84;15;
4431;46;87;143;
4432;88;90;16;
4433;130;93;144;
4434;172;96;17;
4435;4;99;145;
4436;46;102;18;
4437;88;105;146;
4438;130;108;19;
4439;172;111;147;
4440;4;114;20;
4441;46;117;148;
4442;88;120;21;
4443;130;123;149;
4444;172;126;22;
4445;4;129;150;
4446;46;132;23;
4447;88;135;151;
4448;130;138;24;
4449;172;141;152;
4450;4;144;25;
4451;46;147;153;
4452;88;150;26;
4453;130;153;154;
4454;172;156;27;
4455;4;159;155;
4456;46;162;28;
4457;88;165;156;
4458;130;168;29;
4459;172;171;157;
4460;4;174;30;
4461;46;177;158;
4462;88;180;31;
4463;130;183;159;
4464;172;186;32;
4465;4;189;160;
4466;46;192;33;
4467;88;195;161;
4468;130;198;34;
4469;172;201;162;
4470;4;204;35;
4471;46;207;163;
4472;88;210;36;
4473;130;0;164;
4474;172;3;37;
4475;4;6;165;
4476;46;9;38;
4477;88;12;166;
4478;130;15;39;
4479;172;18;167;
4480;4;21;40;
4481;46;24;168;
4482;88;27;41;
4483;130;30;169;
4484;172;33;42;
4485;4;36;170;
4486;46;39;43;
4487;88;42;171;
4488;130;45;44;
4489;172;48;172;
4490;4;51;45;
4491;46;54;173;
4492;88;57;46;
4493;130;60;174;
4494;172;63;47;
4495;4;66;175;
4496;46;69;48;
4497;88;72;176;
4498;130;75;49;
4499;172;78;177;
4500;4;81;50;
4501;46;84;178;
4502;88;87;51;
4503;130;90;179;
4504;172;93;52;
4505;4;96;180;
4506;46;99;53;
4507;88;102;181;
4508;130;105;54;
4509;172;108;182;
4510;4;111;55;
4511;46;114;183;
4512;88;117;56;
4513;130;120;184;
4514;172;123;57;
4515;4;126;185;
4516;46;129;58;
4517;88;132;186;
4518;130;135;59;
4519;172;138;187;
4520;4;141;60;
4521;46;144;188;
4522;88;147;61;
4523;130;150;189;
4524;172;153;62;
4525;4;156;190;
4526;46;159;63;
4527;88;162;191;
4528;130;165;64;
4529;172;168;192;
4530;4;171;65;
4531;46;174;193;
4532;88;177;66;
4533;130;180;194;
4534;172;183;67;
4535;4;186;195;
4536;46;189;68;
4537;88;192;196;
4538;130;195;69;
4539;172;198;197;
4540;4;201;70;
4541;46;204;198;
4542;88;207;71;
4543;130;210;199;
4544;172;0;72;
4545;4;3;200;
4546;46;6;73;
4547;88;9;201;
4548;130;12;74;
4549;172;15;202;
4550;4;18;75;
4551;46;21;203;
4552;88;24;76;
4553;130;27;204;
4554;172;30;77;
4555;4;33;205;
4556;46;36;78;
4557;88;39;206;
4558;130;42;79;
4559;172;45;207;
4560;4;48;80;
4561;46;51;208;
4562;88;54;81;
4563;130;57;209;
4564;172;60;82;
4565;4;63;210;
4566;46;66;83;
4567;88;69;211;
4568;130;72;84;
4569;172;75;212;
4570;4;78;85;
4571;46;81;213;
4572;88;84;86;
4573;130;87;214;
4574;172;90;87;
4575;4;93;215;
4576;46;96;88;
4577;88;99;216;
4578;130;102;89;
4579;172;105;217;
4580;4;108;90;
4581;46;111;218;
4582;88;114;91;
4583;130;117;219;
4584;172;120;92;
4585;4;123;220;
4586;46;126;93;
4587;88;129;221;
4588;130;132;94;
4589;172;135;222;
4590;4;138;95;
4591;46;141;223;
4592;88;144;96;
4593;130;147;224;
4594;172;150;97;
4595;4;153;225;
4596;46;156;98;
4597;88;159;226;
4598;130;162;99;
4599;172;165;227;
4600;4;168;0;
4601;46;171;128;
4602;88;174;1;
4603;130;177;129;
4604;172;180;2;
4605;4;183;130;
4606;46;186;3;
4607;88;189;131;
4608;130;192;4;
4609;172;195;132;
4610;4;198;5;
4611;46;201;133;
4612;88;204;6;
4613;130;207;134;
4614;172;210;7;
4615;4;0;135;
4616;46;3;8;
4617;88;6;136;
4618;130;9;9;
4619;172;12;137;
4620;4;15;10;
4621;46;18;138;
4622;88;21;11;
4623;130;24;139;
4624;172;27;12;
4625;4;30;140;
4626;46;33;13;
4627;88;36;141;
4628;130;39;14;
4629;172;42;142;
4630;4;45;15;
4631;46;48;143;
4632;88;51;16;
4633;130;54;144;
4634;172;57;17;
4635;4;60;145;
4636;46;63;18;
4637;88;66;146;
4638;130;69;19;
4639;172;72;147;
4640;4;75;20;
4641;46;78;148;
4642;88;81;21;
4643;130;84;149;
4644;172;87;22;
4645;4;90;150;
4646;46;93;23;
4647;88;96;151;
4648;130;99;24;
4649;172;102;152;
4650;4;105;25;
4651;46;108;153;
4652;88;111;26;
4653;130;114;154;
4654;172;117;27;
4655;4;120;155;
4656;46;123;28;
4657;88;126;156;
4658;130;129;29;
4659;172;132;157;
4660;4;135;30;
4661;46;138;158;
4662;88;141;31;
4663;130;144;159;
4664;172;147;32;
4665;4;150;160;
4666;46;153;33;
4667;88;156;161;
4668;130;159;34;
4669;172;162;162;
4670;4;165;35;
4671;46;168;163;
4672;88;171;36;
4673;130;174;164;
4674;172;177;37;
4675;4;180;165;
4676;46;183;38;
4677;88;186;166;
4678;130;189;39;
4679;172;192;167;
4680;4;195;40;
4681;46;198;168;
4682;88;201;41;
4683;130;204;169;
4684;172;207;42;
4685;4;210;170;
4686;46;0;43;
4687;88;3;171;
4688;130;6;44;
4689;172;9;172;
4690;4;12;45;
4691;46;15;173;
4692;88;18;46;
4693;130;21;174;
4694;172;24;47;
4695;4;27;175;
4696;46;30;48;
4697;88;33;176;
4698;130;36;49;
4699;172;39;177;
4700;4;42;50;
4701;46;45;178;
4702;88;48;51;
4703;130;51;179;
4704;172;54;52;
4705;4;57;180;
4706;46;60;53;
4707;88;63;181;
4708;130;66;54;
4709;172;69;182;
4710;4;72;55;
4711;46;75;183;
4712;88;78;56;
4713;130;81;184;
4714;172;84;57;
4715;4;87;185;
4716;46;90;58;
4717;88;93;186;
4718;130;96;59;
4719;172;99;187;
4720;4;102;60;
4721;46;105;188;
4722;88;108;61;
4723;130;111;189;
4724;172;114;62;
4725;4;117;190;
4726;46;120;63;
4727;88;123;191;
4728;130;126;64;
4729;172;129;192;
4730;4;132;65;
4731;46;135;193;
4732;88;138;66;
4733;130;141;194;
4734;172;144;67;
4735;4;147;195;
4736;46;150;68;
4737;88;153;196;
4738;130;156;69;
4739;172;159;197;
4740;4;162;70;
4741;46;165;198;
4742;88;168;71;
4743;130;171;199;
4744;172;174;72;
4745;4;177;200;
4746;46;180;73;
4747;88;183;201;
4748;130;186;74;
4749;172;189;202;
4750;4;192;75;
4751;46;195;203;
4752;88;198;76;
4753;130;201;204;
4754;172;204;77;
4755;4;207;205;
4756;46;210;78;
4757;88;0;206;
4758;130;3;79;
